T17,Employment by economic activity,,,,,,,
Region/Country/Area,,Year,Series,Department,Gender,Value,Footnotes,Source
788,Tunisia,2020,Employment by industry,Agriculture,Male,13.848,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
788,Tunisia,2020,Employment by industry,Industry,Male,32.437,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
788,Tunisia,2020,Employment by industry,Services,Male,53.715,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
788,Tunisia,2020,Employment by industry,Agriculture,Female,9.219,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
788,Tunisia,2020,Employment by industry,Industry,Female,32.646,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
788,Tunisia,2020,Employment by industry,Services,Female,58.134,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2005,Employment by industry,Agriculture,Male and Female,25.684,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2005,Employment by industry,Industry,Male and Female,26.337,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2005,Employment by industry,Services,Male and Female,47.979,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2005,Employment by industry,Agriculture,Male,18.522,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2005,Employment by industry,Industry,Male,29.705,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2005,Employment by industry,Services,Male,51.774,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2005,Employment by industry,Agriculture,Female,46.184,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2005,Employment by industry,Industry,Female,16.697,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2005,Employment by industry,Services,Female,37.119,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2010,Employment by industry,Agriculture,Male and Female,23.704,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2010,Employment by industry,Industry,Male and Female,26.222,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2010,Employment by industry,Services,Male and Female,50.073,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2010,Employment by industry,Agriculture,Male,17.391,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2010,Employment by industry,Industry,Male,30.406,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2010,Employment by industry,Services,Male,52.204,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2010,Employment by industry,Agriculture,Female,39.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2010,Employment by industry,Industry,Female,15.955,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2010,Employment by industry,Services,Female,44.845,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2015,Employment by industry,Agriculture,Male and Female,20.406,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2015,Employment by industry,Industry,Male and Female,27.226,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2015,Employment by industry,Services,Male and Female,52.368,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2015,Employment by industry,Agriculture,Male,15.666,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2015,Employment by industry,Industry,Male,32.137,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2015,Employment by industry,Services,Male,52.197,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2015,Employment by industry,Agriculture,Female,31.002,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2015,Employment by industry,Industry,Female,16.248,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2015,Employment by industry,Services,Female,52.749,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2020,Employment by industry,Agriculture,Male and Female,18.02,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2020,Employment by industry,Industry,Male and Female,26.074,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2020,Employment by industry,Services,Male and Female,55.906,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2020,Employment by industry,Agriculture,Male,14.586,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2020,Employment by industry,Industry,Male,31.05,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2020,Employment by industry,Services,Male,54.363,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2020,Employment by industry,Agriculture,Female,25.315,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2020,Employment by industry,Industry,Female,15.501,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
792,Turkey,2020,Employment by industry,Services,Female,59.185,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2005,Employment by industry,Agriculture,Male and Female,28.088,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2005,Employment by industry,Industry,Male and Female,36.287,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2005,Employment by industry,Services,Male and Female,35.626,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2005,Employment by industry,Agriculture,Male,30.647,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2005,Employment by industry,Industry,Male,36.323,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2005,Employment by industry,Services,Male,33.03,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2005,Employment by industry,Agriculture,Female,24.677,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2005,Employment by industry,Industry,Female,36.239,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2005,Employment by industry,Services,Female,39.084,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2010,Employment by industry,Agriculture,Male and Female,24.814,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2010,Employment by industry,Industry,Male and Female,39.154,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2010,Employment by industry,Services,Male and Female,36.032,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2010,Employment by industry,Agriculture,Male,26.248,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2010,Employment by industry,Industry,Male,40.683,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2010,Employment by industry,Services,Male,33.068,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2010,Employment by industry,Agriculture,Female,22.854,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2010,Employment by industry,Industry,Female,37.064,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2010,Employment by industry,Services,Female,40.082,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2015,Employment by industry,Agriculture,Male and Female,21.856,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2015,Employment by industry,Industry,Male and Female,41.229,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2015,Employment by industry,Services,Male and Female,36.915,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2015,Employment by industry,Agriculture,Male,22.617,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2015,Employment by industry,Industry,Male,43.717,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2015,Employment by industry,Services,Male,33.666,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2015,Employment by industry,Agriculture,Female,20.799,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2015,Employment by industry,Industry,Female,37.775,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2015,Employment by industry,Services,Female,41.427,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2020,Employment by industry,Agriculture,Male and Female,19.495,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2020,Employment by industry,Industry,Male and Female,42.604,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2020,Employment by industry,Services,Male and Female,37.901,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2020,Employment by industry,Agriculture,Male,20.01,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2020,Employment by industry,Industry,Male,45.701,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2020,Employment by industry,Services,Male,34.289,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2020,Employment by industry,Agriculture,Female,18.774,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2020,Employment by industry,Industry,Female,38.276,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
795,Turkmenistan,2020,Employment by industry,Services,Female,42.95,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
796,Turks and Caicos Islands,2005,Employment by industry,Agriculture,Male and Female,1.4,Data classified according to ISIC Rev. 3.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
796,Turks and Caicos Islands,2005,Employment by industry,Industry,Male and Female,16.8,Data classified according to ISIC Rev. 3.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
796,Turks and Caicos Islands,2005,Employment by industry,Services,Male and Female,70.9,Data classified according to ISIC Rev. 3.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
796,Turks and Caicos Islands,2008,Employment by industry,Agriculture,Male and Female,1.2,Break in the time series.;Data classified according to ISIC Rev. 3.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
796,Turks and Caicos Islands,2008,Employment by industry,Industry,Male and Female,23.1,Break in the time series.;Data classified according to ISIC Rev. 3.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
796,Turks and Caicos Islands,2008,Employment by industry,Services,Male and Female,74,Break in the time series.;Data classified according to ISIC Rev. 3.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2005,Employment by industry,Agriculture,Male and Female,68.353,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2005,Employment by industry,Industry,Male and Female,7.673,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2005,Employment by industry,Services,Male and Female,23.974,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2005,Employment by industry,Agriculture,Male,62.243,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2005,Employment by industry,Industry,Male,10.014,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2005,Employment by industry,Services,Male,27.743,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2005,Employment by industry,Agriculture,Female,75.104,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2005,Employment by industry,Industry,Female,5.087,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2005,Employment by industry,Services,Female,19.809,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2010,Employment by industry,Agriculture,Male and Female,66.816,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2010,Employment by industry,Industry,Male and Female,7.776,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2010,Employment by industry,Services,Male and Female,25.408,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2010,Employment by industry,Agriculture,Male,61.687,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2010,Employment by industry,Industry,Male,10.461,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2010,Employment by industry,Services,Male,27.853,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2010,Employment by industry,Agriculture,Female,72.357,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2010,Employment by industry,Industry,Female,4.877,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2010,Employment by industry,Services,Female,22.766,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2015,Employment by industry,Agriculture,Male and Female,72.633,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2015,Employment by industry,Industry,Male and Female,6.789,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2015,Employment by industry,Services,Male and Female,20.579,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2015,Employment by industry,Agriculture,Male,67.959,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2015,Employment by industry,Industry,Male,9.921,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2015,Employment by industry,Services,Male,22.121,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2015,Employment by industry,Agriculture,Female,77.546,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2015,Employment by industry,Industry,Female,3.496,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2015,Employment by industry,Services,Female,18.958,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2020,Employment by industry,Agriculture,Male and Female,72.442,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2020,Employment by industry,Industry,Male and Female,6.622,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2020,Employment by industry,Services,Male and Female,20.936,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2020,Employment by industry,Agriculture,Male,68.287,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2020,Employment by industry,Industry,Male,9.906,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2020,Employment by industry,Services,Male,21.806,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2020,Employment by industry,Agriculture,Female,76.75,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2020,Employment by industry,Industry,Female,3.216,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
800,Uganda,2020,Employment by industry,Services,Female,20.034,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2005,Employment by industry,Agriculture,Male and Female,22.144,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2005,Employment by industry,Industry,Male and Female,26.259,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2005,Employment by industry,Services,Male and Female,51.597,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2005,Employment by industry,Agriculture,Male,22.479,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2005,Employment by industry,Industry,Male,35.504,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2005,Employment by industry,Services,Male,42.017,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2005,Employment by industry,Agriculture,Female,21.784,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2005,Employment by industry,Industry,Female,16.311,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2005,Employment by industry,Services,Female,61.904,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2010,Employment by industry,Agriculture,Male and Female,20.328,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2010,Employment by industry,Industry,Male and Female,25.677,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2010,Employment by industry,Services,Male and Female,53.994,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2010,Employment by industry,Agriculture,Male,21.002,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2010,Employment by industry,Industry,Male,35.486,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2010,Employment by industry,Services,Male,43.512,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2010,Employment by industry,Agriculture,Female,19.622,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2010,Employment by industry,Industry,Female,15.392,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2010,Employment by industry,Services,Female,64.986,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2015,Employment by industry,Agriculture,Male and Female,15.26,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2015,Employment by industry,Industry,Male and Female,24.69,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2015,Employment by industry,Services,Male and Female,60.05,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2015,Employment by industry,Agriculture,Male,17.214,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
